code,description,severity,affected_system,symptoms,impact,recommendation
P24C1,EVAP System Leak Detection Pump Switching Valve Performance/Stuck Off,Medium,Fuel & Emission,"[""Fuel smell"", ""Failed emissions test""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
P24C2,Exhaust Gas Temperature Measurement System - Multiple Sensor Correlation Bank 1,Low,Fuel & Emission,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24C3,Exhaust Gas Temperature Measurement System - Multiple Sensor Correlation Bank 2,Low,Fuel & Emission,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24C4,EGR Cooler Bypass Position Sensor Exceeded Learning Limit Bank 1,Medium,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
P24C5,EGR Cooler Bypass Position Sensor Exceeded Learning Limit Bank 2,Medium,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
P24C6,Particulate Matter Sensor Temperature Circuit,Low,Cooling System,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24C7,Particulate Matter Sensor Temperature Circuit Range/performance,Low,Cooling System,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24C8,Particulate Matter Sensor Temperature Circuit Low,Low,Cooling System,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24C9,Particulate Matter Sensor Temperature Circuit High,Low,Cooling System,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24CA,Particulate Matter Sensor Temperature Circuit Intermittent,Low,Cooling System,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24CB,Reductant Tank Cap Switch Circuit,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24CC,Reductant Tank Cap Switch Circuit Range/Performance,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24CD,Reductant Tank Cap Switch Circuit Low,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24CE,Reductant Tank Cap Switch Circuit High,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24CF,Reductant Tank Cap Switch Circuit Intermittent/Erratic,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24D0,Particulate Matter Sensor Supply Voltage Circuit Low,Low,Electrical/Charging,"[""Electrical issues"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24D1,Particulate Matter Sensor Regeneration Incomplete,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24D2,Reductant Heater A Sense Circuit,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24D3,Reductant Heater B Sense Circuit,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24D4,EGR Cooler Coolant Pump Feedback Circuit,Medium,Cooling System,"[""Temperature gauge high"", ""Engine overheating""]",Risk of engine overheating and severe damage,Schedule service within 1-2 weeks; monitor vehicle behavior
P24D5,EVAP System Pressure Sensor/Switch B Circuit,Medium,Fuel & Emission,"[""Fuel smell"", ""Failed emissions test""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
P24D6,EVAP System Pressure Sensor/Switch B Circuit Range/Performance,Medium,Fuel & Emission,"[""Fuel smell"", ""Failed emissions test""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
P24D7,EVAP System Pressure Sensor/Switch B Circuit Low,Medium,Fuel & Emission,"[""Fuel smell"", ""Failed emissions test""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
P24D8,EVAP System Pressure Sensor/Switch B Circuit High,Medium,Fuel & Emission,"[""Fuel smell"", ""Failed emissions test""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
P24D9,EVAP System Pressure Sensor/Switch B Circuit Intermittent,Medium,Fuel & Emission,"[""Fuel smell"", ""Failed emissions test""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
P24DA,Particulate Matter Sensor Exhaust Sample Error Bank 1,Low,Fuel & Emission,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24DB,Reductant Purge Control Valve B Circuit /Open,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24DC,Reductant Purge Control Valve B Performance,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24DD,Reductant Purge Control Valve B Circuit Low,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24DE,Reductant Purge Control Valve B Circuit High,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24DF,Reductant Purge Control Valve B Stuck Open,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E0,Reductant Purge Control Valve B Stuck Closed,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E1,NH3 Sensor Circuit,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E2,NH3 Sensor Circuit Range/Performance,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E3,NH3 Sensor Circuit Low,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E4,NH3 Sensor Circuit High,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E5,NH3 Sensor Circuit Intermittent/Erratic,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E6,NH3 Sensor Heater Circuit/Open,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E7,NH3 Sensor Heater Circuit Low,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E8,NH3 Sensor Heater Circuit High,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24E9,NH3 Sensor Heater Circuit Performance,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24EA,NH3 Sensor Supply Voltage Circuit,Low,Electrical/Charging,"[""Electrical issues"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24EB,NH3 Sensor Supply Voltage Circuit Low,Low,Electrical/Charging,"[""Electrical issues"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24EC,NH3 Sensor Supply Voltage Circuit High,Low,Electrical/Charging,"[""Electrical issues"", ""Starting problems""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24ED,NH3 Sensor Calibration Memory,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24EE,NH3 Sensor Processor Performance,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24EF,Control Module Wake-up Circuit/Open,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24F0,Control Module Wake-up Circuit Low,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24F1,Control Module Wake-up Circuit High,Low,Sensor/Circuit,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
P24F2,EGR Temperature/Charge Air Cooler Temperature Correlation,Medium,Fuel & Emission,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Schedule service within 1-2 weeks; monitor vehicle behavior
